#_psys_name,psys_pictureurl,st_name,st_mass,st_radius,st_efftemp,st_pictureurl,pl_name,pl_mass,pl_radius,pl_semimajor,pl_ecc,pl_orbper,pl_pictureurl
Kepler-1332_System,http://bit.ly/2Iz4jPB,Kepler-1332,1.89E+30,626130,5581,http://bit.ly/336nzNZ,Kepler-1332_b,0,8722.024,0,0,11.87456832,http://bit.ly/2Q2PngD
Kepler-467_System,http://bit.ly/2Iz4jPB,Kepler-467,2.09E+30,953109,5809,http://bit.ly/336nzNZ,Kepler-467_b,0,14369.892,0,0,24.99324193,http://bit.ly/2Q2PngD
HAT-P-30_System,http://bit.ly/2Iz4jPB,HAT-P-30,3.08E+30,911367,6304,http://bit.ly/336nzNZ,HAT-P-30_b,1.58E+27,102948.48,0,0.04,2.8106,http://bit.ly/2Q2PngD
Kepler-184_System,http://bit.ly/2Iz4jPB,Kepler-184,0,605259,5788,http://bit.ly/336nzNZ,Kepler-184_b,0,15084.812,1.38E+07,0,10.687576,http://bit.ly/2Q2PngD
Kepler-184_System,http://bit.ly/2Iz4jPB,Kepler-184,0,605259,5788,http://bit.ly/336nzNZ,Kepler-184_c,0,12582.592,2.11E+07,0,20.303005,http://bit.ly/2Q2PngD
Kepler-184_System,http://bit.ly/2Iz4jPB,Kepler-184,0,605259,5788,http://bit.ly/336nzNZ,Kepler-184_d,0,15871.224,2.68E+07,0,29.022358,http://bit.ly/2Q2PngD
Kepler-53_System,http://bit.ly/2Iz4jPB,Kepler-53,1.95E+30,619173,5858,http://bit.ly/336nzNZ,Kepler-53_b,3.49E+28,18444.936,0,0,18.6489525,http://bit.ly/2Q2PngD
Kepler-53_System,http://bit.ly/2Iz4jPB,Kepler-53,1.95E+30,619173,5858,http://bit.ly/336nzNZ,Kepler-53_c,2.99E+28,20232.236,0,0,38.5583038,http://bit.ly/2Q2PngD
Kepler-53_System,http://bit.ly/2Iz4jPB,Kepler-53,1.95E+30,619173,5858,http://bit.ly/336nzNZ,Kepler-53_d,0,13511.988,1.36E+07,0,9.751962,http://bit.ly/2Q2PngD
HD_46375_System,http://bit.ly/2Iz4jPB,HD_46375,1.83E+30,0,5285,http://bit.ly/336nzNZ,HD_46375_b,4.29E+26,0,5953995.266,0.063,3.023573,http://bit.ly/2Q2PngD
Kepler-1186_System,http://bit.ly/2Iz4jPB,Kepler-1186,1.89E+30,647001,5635,http://bit.ly/336nzNZ,Kepler-1186_b,0,14226.908,0,0,16.07677615,http://bit.ly/2Q2PngD
Kepler-173_System,http://bit.ly/2Iz4jPB,Kepler-173,0,660915,6031,http://bit.ly/336nzNZ,Kepler-173_b,0,8221.58,7180697.808,0,4.263742,http://bit.ly/2Q2PngD
Kepler-173_System,http://bit.ly/2Iz4jPB,Kepler-173,0,660915,6031,http://bit.ly/336nzNZ,Kepler-173_c,0,15513.764,1.11E+07,0,8.005777,http://bit.ly/2Q2PngD
Kepler-330_System,http://bit.ly/2Iz4jPB,Kepler-330,0,500904,5117,http://bit.ly/336nzNZ,Kepler-330_b,0,8579.04,1.12E+07,0,8.25978,http://bit.ly/2Q2PngD
Kepler-330_System,http://bit.ly/2Iz4jPB,Kepler-330,0,500904,5117,http://bit.ly/336nzNZ,Kepler-330_c,0,12439.608,1.74E+07,0,15.955387,http://bit.ly/2Q2PngD
Kepler-1343_System,http://bit.ly/2Iz4jPB,Kepler-1343,1.89E+30,647001,5759,http://bit.ly/336nzNZ,Kepler-1343_b,0,12296.624,0,0,3.35183158,http://bit.ly/2Q2PngD
HD_87646_System,http://bit.ly/2Iz4jPB,HD_87646,2.23E+30,1078335,5770,http://bit.ly/336nzNZ,HD_87646_b,2.35E+28,0,1.75E+07,0.05,13.481,http://bit.ly/2Q2PngD
Kepler-680_System,http://bit.ly/2Iz4jPB,Kepler-680,2.15E+30,772227,5890,http://bit.ly/336nzNZ,Kepler-680_b,0,15442.272,0,0,3.68992629,http://bit.ly/2Q2PngD
Kepler-205_System,http://bit.ly/2Iz4jPB,Kepler-205,0,382635,4321,http://bit.ly/336nzNZ,Kepler-205_b,0,9651.42,4787131.872,0,2.75564,http://bit.ly/2Q2PngD
Kepler-205_System,http://bit.ly/2Iz4jPB,Kepler-205,0,382635,4321,http://bit.ly/336nzNZ,Kepler-205_c,0,10437.832,1.83E+07,0,20.306546,http://bit.ly/2Q2PngD
Kepler-691_System,http://bit.ly/2Iz4jPB,Kepler-691,1.05E+30,347850,3715,http://bit.ly/336nzNZ,Kepler-691_b,0,13297.512,0,0,8.114379,http://bit.ly/2Q2PngD
Kepler-974_System,http://bit.ly/2Iz4jPB,Kepler-974,1.03E+30,347850,3687,http://bit.ly/336nzNZ,Kepler-974_b,0,10008.88,0,0,4.19449651,http://bit.ly/2Q2PngD
HD_100655_System,http://bit.ly/2Iz4jPB,HD_100655,4.53E+30,6998742,4891,http://bit.ly/336nzNZ,HD_100655_b,3.06E+27,0,1.02E+08,0.09,157.57001,http://bit.ly/2Q2PngD
HD_163607_System,http://bit.ly/2Iz4jPB,HD_163607,2.23E+30,1224432,5522,http://bit.ly/336nzNZ,HD_163607_b,1.49E+27,0,5.42E+07,0.7441,75.2203,http://bit.ly/2Q2PngD
HD_163607_System,http://bit.ly/2Iz4jPB,HD_163607,2.23E+30,1224432,5522,http://bit.ly/336nzNZ,HD_163607_c,4.18E+27,0,3.58E+08,0.08,1272,http://bit.ly/2Q2PngD
K2-205_System,http://bit.ly/2Iz4jPB,K2-205,1.89E+30,751356,5890,http://bit.ly/336nzNZ,K2-205_b,0,12725.576,0,0,26.672263,http://bit.ly/2Q2PngD
Kepler-246_System,http://bit.ly/2Iz4jPB,Kepler-246,0,577431,5206,http://bit.ly/336nzNZ,Kepler-246_b,0,14941.828,7779089.292,0,4.60182,http://bit.ly/2Q2PngD
Kepler-246_System,http://bit.ly/2Iz4jPB,Kepler-246,0,577431,5206,http://bit.ly/336nzNZ,Kepler-246_c,0,9579.928,1.42E+07,0,11.187161,http://bit.ly/2Q2PngD
Kepler-529_System,http://bit.ly/2Iz4jPB,Kepler-529,2.13E+30,793098,6087,http://bit.ly/336nzNZ,Kepler-529_b,0,11867.672,0,0,1.98035766,http://bit.ly/2Q2PngD
Kepler-529_System,http://bit.ly/2Iz4jPB,Kepler-529,2.13E+30,793098,6087,http://bit.ly/336nzNZ,Kepler-529_c,0,12725.576,0,0,12.8345022,http://bit.ly/2Q2PngD
HD_109246_System,http://bit.ly/2Iz4jPB,HD_109246,2.39E+30,744399,5844,http://bit.ly/336nzNZ,HD_109246_b,1.63E+27,0,4.94E+07,0.12,68.27,http://bit.ly/2Q2PngD
Qatar-9_System,http://bit.ly/2Iz4jPB,Qatar-9,1.43E+30,486990,4309,http://bit.ly/336nzNZ,Qatar-9_b,2.26E+27,72135.428,3500590.181,0,1.540731,http://bit.ly/2Q2PngD
Kepler-269_System,http://bit.ly/2Iz4jPB,Kepler-269,0,667872,5847,http://bit.ly/336nzNZ,Kepler-269_b,0,15728.24,9125470.131,0,5.326718,http://bit.ly/2Q2PngD
Kepler-269_System,http://bit.ly/2Iz4jPB,Kepler-269,0,667872,5847,http://bit.ly/336nzNZ,Kepler-269_c,0,10795.292,1.21E+07,0,8.127899,http://bit.ly/2Q2PngD
MOA-2010-BLG-117L_System,http://bit.ly/2Iz4jPB,MOA-2010-BLG-117L,1.15E+30,0,0,http://bit.ly/336nzNZ,MOA-2010-BLG-117L_b,1.02E+27,0,4.34E+08,0,0,http://bit.ly/2Q2PngD
11_Com_System,http://bit.ly/2Iz4jPB,11_Com,5.37E+30,1.32E+07,4742,http://bit.ly/336nzNZ,11_Com_b,3.68E+28,0,1.93E+08,0.231,326.03,http://bit.ly/2Q2PngD
K2-132_System,http://bit.ly/2Iz4jPB,K2-132,2.15E+30,2678445,4840,http://bit.ly/336nzNZ,K2-132_b,9.30E+26,92939.6,0,0,9.1751,http://bit.ly/2Q2PngD
Kepler-769_System,http://bit.ly/2Iz4jPB,Kepler-769,2.37E+30,890496,6186,http://bit.ly/336nzNZ,Kepler-769_b,0,18659.412,0,0,7.42608998,http://bit.ly/2Q2PngD
Kepler-769_System,http://bit.ly/2Iz4jPB,Kepler-769,2.37E+30,890496,6186,http://bit.ly/336nzNZ,Kepler-769_c,0,11438.72,0,0,15.9870174,http://bit.ly/2Q2PngD
Kepler-1023_System,http://bit.ly/2Iz4jPB,Kepler-1023,1.85E+30,619173,5494,http://bit.ly/336nzNZ,Kepler-1023_b,0,16800.62,0,0,62.1387714,http://bit.ly/2Q2PngD
HD_75898_System,http://bit.ly/2Iz4jPB,HD_75898,2.51E+30,1099206,5963,http://bit.ly/336nzNZ,HD_75898_b,5.14E+27,0,1.78E+08,0.11,422.9,http://bit.ly/2Q2PngD
Kepler-493_System,http://bit.ly/2Iz4jPB,Kepler-493,2.70E+30,1071378,6457,http://bit.ly/336nzNZ,Kepler-493_b,0,96514.2,0,0,3.00387658,http://bit.ly/2Q2PngD
K2-173_System,http://bit.ly/2Iz4jPB,K2-173,1.75E+30,584388,5580,http://bit.ly/336nzNZ,K2-173_b,0,10223.356,0,0,5.868699,http://bit.ly/2Q2PngD
Kepler-776_System,http://bit.ly/2Iz4jPB,Kepler-776,1.65E+30,542646,5071,http://bit.ly/336nzNZ,Kepler-776_b,0,8150.088,0,0,4.89718784,http://bit.ly/2Q2PngD
Kepler-787_System,http://bit.ly/2Iz4jPB,Kepler-787,1.29E+30,431334,4248,http://bit.ly/336nzNZ,Kepler-787_b,0,8150.088,0,0,0.9283105,http://bit.ly/2Q2PngD
Kepler-482_System,http://bit.ly/2Iz4jPB,Kepler-482,1.49E+30,500904,4871,http://bit.ly/336nzNZ,Kepler-482_b,0,15084.812,0,0,56.35418576,http://bit.ly/2Q2PngD
Kepler-728_System,http://bit.ly/2Iz4jPB,Kepler-728,1.89E+30,647001,5660,http://bit.ly/336nzNZ,Kepler-728_b,0,21304.616,0,0,5.74347727,http://bit.ly/2Q2PngD
CoRoT-5_System,http://bit.ly/2Iz4jPB,CoRoT-5,1.99E+30,827883,6100,http://bit.ly/336nzNZ,CoRoT-5_b,8.86E+26,99230.896,7400606.678,0.09,4.0378962,http://bit.ly/2Q2PngD
Kepler-1034_System,http://bit.ly/2Iz4jPB,Kepler-1034,1.65E+30,556560,5198,http://bit.ly/336nzNZ,Kepler-1034_b,0,14441.384,0,0,12.12400943,http://bit.ly/2Q2PngD
Kepler-1530_System,http://bit.ly/2Iz4jPB,Kepler-1530,1.83E+30,612216,5477,http://bit.ly/336nzNZ,Kepler-1530_b,0,10437.832,0,0,2.5904434,http://bit.ly/2Q2PngD
Kepler-1530_System,http://bit.ly/2Iz4jPB,Kepler-1530,1.83E+30,612216,5477,http://bit.ly/336nzNZ,Kepler-1530_c,0,10509.324,0,0,5.3227406,http://bit.ly/2Q2PngD
WASP-101_System,http://bit.ly/2Iz4jPB,WASP-101,2.80E+30,911367,6380,http://bit.ly/336nzNZ,WASP-101_b,9.68E+26,102233.56,0,0,3.58572,http://bit.ly/2Q2PngD
K2-184_System,http://bit.ly/2Iz4jPB,K2-184,1.71E+30,542646,5220,http://bit.ly/336nzNZ,K2-184_b,0,9865.896,1.84E+07,0,16.995731,http://bit.ly/2Q2PngD
Kepler-1541_System,http://bit.ly/2Iz4jPB,Kepler-1541,1.71E+30,563517,5282,http://bit.ly/336nzNZ,Kepler-1541_b,0,7363.676,0,0,8.40691199,http://bit.ly/2Q2PngD
Kepler-94_System,http://bit.ly/2Iz4jPB,Kepler-94,1.61E+30,528732,4781,http://bit.ly/336nzNZ,Kepler-94_b,6.45E+25,22376.996,0,0,2.50806,http://bit.ly/2Q2PngD
Kepler-94_System,http://bit.ly/2Iz4jPB,Kepler-94,1.61E+30,528732,4781,http://bit.ly/336nzNZ,Kepler-94_c,1.87E+28,0,0,0,820.3,http://bit.ly/2Q2PngD
HATS-10_System,http://bit.ly/2Iz4jPB,HATS-10,2.19E+30,765270,5880,http://bit.ly/336nzNZ,HATS-10_b,9.98E+26,69275.748,6718440.387,0.501,3.312846,http://bit.ly/2Q2PngD
XO-5_System,http://bit.ly/2Iz4jPB,XO-5,2.07E+30,786141,5430,http://bit.ly/336nzNZ,XO-5_b,2.26E+27,81500.88,7704290.357,0,4.1877558,http://bit.ly/2Q2PngD
Kepler-403_System,http://bit.ly/2Iz4jPB,Kepler-403,0,925281,6090,http://bit.ly/336nzNZ,Kepler-403_b,0,8007.104,1.14E+07,0,7.031462,http://bit.ly/2Q2PngD
Kepler-403_System,http://bit.ly/2Iz4jPB,Kepler-403,0,925281,6090,http://bit.ly/336nzNZ,Kepler-403_c,0,11152.752,4.44E+07,0,54.280749,http://bit.ly/2Q2PngD
Kepler-403_System,http://bit.ly/2Iz4jPB,Kepler-403,0,925281,6090,http://bit.ly/336nzNZ,Kepler-403_d,0,9079.484,0,0,13.61159129,http://bit.ly/2Q2PngD
CoRoT-11_System,http://bit.ly/2Iz4jPB,CoRoT-11,2.53E+30,953109,6440,http://bit.ly/336nzNZ,CoRoT-11_b,4.42E+27,102233.56,6522467.176,0,2.99433,http://bit.ly/2Q2PngD
Kepler-1637_System,http://bit.ly/2Iz4jPB,Kepler-1637,2.03E+30,709614,5789,http://bit.ly/336nzNZ,Kepler-1637_b,0,5647.868,0,0,6.10960324,http://bit.ly/2Q2PngD
Kepler-1634_System,http://bit.ly/2Iz4jPB,Kepler-1634,1.83E+30,619173,5474,http://bit.ly/336nzNZ,Kepler-1634_b,0,20375.22,0,0,374.876239,http://bit.ly/2Q2PngD
Kepler-341_System,http://bit.ly/2Iz4jPB,Kepler-341,0,709614,6012,http://bit.ly/336nzNZ,Kepler-341_b,0,7506.66,8975872.26,0,5.195528,http://bit.ly/2Q2PngD
Kepler-341_System,http://bit.ly/2Iz4jPB,Kepler-341,0,709614,6012,http://bit.ly/336nzNZ,Kepler-341_c,0,10866.784,1.20E+07,0,8.01041,http://bit.ly/2Q2PngD
Kepler-341_System,http://bit.ly/2Iz4jPB,Kepler-341,0,709614,6012,http://bit.ly/336nzNZ,Kepler-341_d,0,11796.18,2.72E+07,0,27.666313,http://bit.ly/2Q2PngD
Kepler-341_System,http://bit.ly/2Iz4jPB,Kepler-341,0,709614,6012,http://bit.ly/336nzNZ,Kepler-341_e,0,12725.576,3.62E+07,0,42.473269,http://bit.ly/2Q2PngD
Kepler-758_System,http://bit.ly/2Iz4jPB,Kepler-758,2.31E+30,987894,6228,http://bit.ly/336nzNZ,Kepler-758_b,0,15799.732,0,0,12.1097104,http://bit.ly/2Q2PngD
Kepler-758_System,http://bit.ly/2Iz4jPB,Kepler-758,2.31E+30,987894,6228,http://bit.ly/336nzNZ,Kepler-758_c,0,10795.292,0,0,4.75793986,http://bit.ly/2Q2PngD
Kepler-758_System,http://bit.ly/2Iz4jPB,Kepler-758,2.31E+30,987894,6228,http://bit.ly/336nzNZ,Kepler-758_d,0,13511.988,0,0,20.4966197,http://bit.ly/2Q2PngD
Kepler-758_System,http://bit.ly/2Iz4jPB,Kepler-758,2.31E+30,987894,6228,http://bit.ly/336nzNZ,Kepler-758_e,0,9722.912,0,0,8.1934719,http://bit.ly/2Q2PngD
Kepler-624_System,http://bit.ly/2Iz4jPB,Kepler-624,2.19E+30,820926,6117,http://bit.ly/336nzNZ,Kepler-624_b,0,14727.352,0,0,14.58649607,http://bit.ly/2Q2PngD
HD_64114_System,http://bit.ly/2Iz4jPB,HD_64114,1.89E+30,0,5676,http://bit.ly/336nzNZ,HD_64114_b,1.06E+26,0,3.68E+07,0.12,45.791,http://bit.ly/2Q2PngD
Kepler-1500_System,http://bit.ly/2Iz4jPB,Kepler-1500,1.99E+30,695700,5845,http://bit.ly/336nzNZ,Kepler-1500_b,0,7649.644,0,0,15.0330105,http://bit.ly/2Q2PngD
Kepler-635_System,http://bit.ly/2Iz4jPB,Kepler-635,2.65E+30,1050507,6174,http://bit.ly/336nzNZ,Kepler-635_b,0,16872.112,0,0,23.44971004,http://bit.ly/2Q2PngD
Kepler-915_System,http://bit.ly/2Iz4jPB,Kepler-915,2.41E+30,960066,6173,http://bit.ly/336nzNZ,Kepler-915_b,0,9579.928,0,0,4.59489604,http://bit.ly/2Q2PngD
CoRoT-2_System,http://bit.ly/2Iz4jPB,CoRoT-2,1.91E+30,633087,5625,http://bit.ly/336nzNZ,CoRoT-2_b,6.59E+27,104807.272,4185748.431,0.0143,1.7429935,http://bit.ly/2Q2PngD
HATS-52_System,http://bit.ly/2Iz4jPB,HATS-52,2.21E+30,730485,6010,http://bit.ly/336nzNZ,HATS-52_b,4.25E+27,98801.944,3736954.818,0.246,1.36665436,http://bit.ly/2Q2PngD
Kepler-1082_System,http://bit.ly/2Iz4jPB,Kepler-1082,2.05E+30,793098,5923,http://bit.ly/336nzNZ,Kepler-1082_b,0,7149.2,0,0,1.5432066,http://bit.ly/2Q2PngD
HATS-41_System,http://bit.ly/2Iz4jPB,HATS-41,2.98E+30,1189647,6424,http://bit.ly/336nzNZ,HATS-41_b,1.84E+28,95084.36,8721555.879,0.38,4.193649,http://bit.ly/2Q2PngD
HD_192263_System,http://bit.ly/2Iz4jPB,HD_192263,1.31E+30,514818,4976,http://bit.ly/336nzNZ,HD_192263_b,1.06E+27,0,2.24E+07,0.05,24.3556,http://bit.ly/2Q2PngD
WASP-48_System,http://bit.ly/2Iz4jPB,WASP-48,1.75E+30,1099206,5920,http://bit.ly/336nzNZ,WASP-48_b,1.52E+27,107238,0,0,2.14363,http://bit.ly/2Q2PngD
Kepler-959_System,http://bit.ly/2Iz4jPB,Kepler-959,3.18E+30,1398357,7005,http://bit.ly/336nzNZ,Kepler-959_b,0,27953.372,0,0,14.80074836,http://bit.ly/2Q2PngD
Kepler-1572_System,http://bit.ly/2Iz4jPB,Kepler-1572,1.93E+30,660915,5618,http://bit.ly/336nzNZ,Kepler-1572_b,0,6005.328,0,0,5.49548621,http://bit.ly/2Q2PngD
Kepler-1127_System,http://bit.ly/2Iz4jPB,Kepler-1127,1.93E+30,660915,5664,http://bit.ly/336nzNZ,Kepler-1127_b,0,12511.1,0,0,5.12330347,http://bit.ly/2Q2PngD
HD_20781_System,http://bit.ly/2Iz4jPB,HD_20781,1.39E+30,0,5256,http://bit.ly/336nzNZ,HD_20781_b,1.16E+25,0,7913727.376,0.1,5.3135,http://bit.ly/2Q2PngD
HD_20781_System,http://bit.ly/2Iz4jPB,HD_20781,1.39E+30,0,5256,http://bit.ly/336nzNZ,HD_20781_c,3.19E+25,0,1.50E+07,0.09,13.8905,http://bit.ly/2Q2PngD
HD_20781_System,http://bit.ly/2Iz4jPB,HD_20781,1.39E+30,0,5256,http://bit.ly/336nzNZ,HD_20781_d,6.34E+25,0,2.46E+07,0.11,29.158,http://bit.ly/2Q2PngD
HD_20781_System,http://bit.ly/2Iz4jPB,HD_20781,1.39E+30,0,5256,http://bit.ly/336nzNZ,HD_20781_e,8.39E+25,0,5.05E+07,0.06,85.5073,http://bit.ly/2Q2PngD
Kepler-621_System,http://bit.ly/2Iz4jPB,Kepler-621,1.43E+30,473076,4521,http://bit.ly/336nzNZ,Kepler-621_b,0,14655.86,0,0,2.62811375,http://bit.ly/2Q2PngD
K2-269_System,http://bit.ly/2Iz4jPB,K2-269,2.31E+30,1008765,6209,http://bit.ly/336nzNZ,K2-269_b,0,10008.88,7943646.95,0,4.144965,http://bit.ly/2Q2PngD
Kepler-1626_System,http://bit.ly/2Iz4jPB,Kepler-1626,3.00E+30,1287045,6826,http://bit.ly/336nzNZ,Kepler-1626_b,0,12868.56,0,0,4.13962966,http://bit.ly/2Q2PngD
KIC_5951458_System,http://bit.ly/2Iz4jPB,KIC_5951458,1.95E+30,1057464,6258,http://bit.ly/336nzNZ,KIC_5951458_b,0,42108.788,0,0,1320.1,http://bit.ly/2Q2PngD
Kepler-38_System,http://bit.ly/2Iz4jPB,Kepler-38,1.87E+30,1217475,5623,http://bit.ly/336nzNZ,Kepler-38_b,7.29E+26,27452.928,6.93E+07,0.032,105.599,http://bit.ly/2Q2PngD
Kepler-632_System,http://bit.ly/2Iz4jPB,Kepler-632,1.81E+30,584388,5322,http://bit.ly/336nzNZ,Kepler-632_b,0,14083.924,0,0,30.99660733,http://bit.ly/2Q2PngD
Kepler-1340_System,http://bit.ly/2Iz4jPB,Kepler-1340,2.53E+30,987894,6331,http://bit.ly/336nzNZ,Kepler-1340_b,0,9865.896,0,0,0.66502692,http://bit.ly/2Q2PngD
Kepler-49_System,http://bit.ly/2Iz4jPB,Kepler-49,0,389592,4252,http://bit.ly/336nzNZ,Kepler-49_b,1.86E+27,17372.556,0,0,7.2037945,http://bit.ly/2Q2PngD
Kepler-49_System,http://bit.ly/2Iz4jPB,Kepler-49,0,389592,4252,http://bit.ly/336nzNZ,Kepler-49_c,1.37E+27,16228.684,0,0,10.9129343,http://bit.ly/2Q2PngD
Kepler-49_System,http://bit.ly/2Iz4jPB,Kepler-49,0,389592,4252,http://bit.ly/336nzNZ,Kepler-49_d,0,10223.356,4637534.001,0,2.576549,http://bit.ly/2Q2PngD
Kepler-49_System,http://bit.ly/2Iz4jPB,Kepler-49,0,389592,4252,http://bit.ly/336nzNZ,Kepler-49_e,0,9937.388,1.74E+07,0,18.596108,http://bit.ly/2Q2PngD
Kepler-918_System,http://bit.ly/2Iz4jPB,Kepler-918,2.21E+30,793098,6028,http://bit.ly/336nzNZ,Kepler-918_b,0,11081.26,0,0,4.85386933,http://bit.ly/2Q2PngD
K2-31_System,http://bit.ly/2Iz4jPB,K2-31,1.81E+30,542646,5280,http://bit.ly/336nzNZ,K2-31_b,3.37E+27,75781.52,3291153.162,0,1.25785,http://bit.ly/2Q2PngD
HIP_41378_System,http://bit.ly/2Iz4jPB,HIP_41378,2.33E+30,932238,6226,http://bit.ly/336nzNZ,HIP_41378_b,0,0,0,0,15.572098,http://bit.ly/2Q2PngD
HIP_41378_System,http://bit.ly/2Iz4jPB,HIP_41378,2.33E+30,932238,6226,http://bit.ly/336nzNZ,HIP_41378_c,0,0,0,0,31.70648,http://bit.ly/2Q2PngD
HIP_41378_System,http://bit.ly/2Iz4jPB,HIP_41378,2.33E+30,932238,6226,http://bit.ly/336nzNZ,HIP_41378_d,0,0,0,0,1114,http://bit.ly/2Q2PngD
HIP_41378_System,http://bit.ly/2Iz4jPB,HIP_41378,2.33E+30,932238,6226,http://bit.ly/336nzNZ,HIP_41378_e,0,0,0,0,0,http://bit.ly/2Q2PngD
HIP_41378_System,http://bit.ly/2Iz4jPB,HIP_41378,2.33E+30,932238,6226,http://bit.ly/336nzNZ,HIP_41378_f,0,0,0,0,1084,http://bit.ly/2Q2PngD
Kepler-1119_System,http://bit.ly/2Iz4jPB,Kepler-1119,2.21E+30,813969,6083,http://bit.ly/336nzNZ,Kepler-1119_b,0,12225.132,0,0,8.3265153,http://bit.ly/2Q2PngD
Kepler-1373_System,http://bit.ly/2Iz4jPB,Kepler-1373,2.43E+30,925281,6299,http://bit.ly/336nzNZ,Kepler-1373_b,0,7363.676,0,0,1.29123275,http://bit.ly/2Q2PngD
Kepler-665_System,http://bit.ly/2Iz4jPB,Kepler-665,1.57E+30,514818,4913,http://bit.ly/336nzNZ,Kepler-665_b,0,16586.144,0,0,16.01310205,http://bit.ly/2Q2PngD
Kepler-382_System,http://bit.ly/2Iz4jPB,Kepler-382,0,653958,5600,http://bit.ly/336nzNZ,Kepler-382_b,0,8436.056,8227882.905,0,5.262155,http://bit.ly/2Q2PngD
Kepler-382_System,http://bit.ly/2Iz4jPB,Kepler-382,0,653958,5600,http://bit.ly/336nzNZ,Kepler-382_c,0,10151.864,1.45E+07,0,12.162701,http://bit.ly/2Q2PngD
Kepler-371_System,http://bit.ly/2Iz4jPB,Kepler-371,0,688743,5666,http://bit.ly/336nzNZ,Kepler-371_b,0,12082.148,2.99E+07,0,34.763278,http://bit.ly/2Q2PngD
Kepler-371_System,http://bit.ly/2Iz4jPB,Kepler-371,0,688743,5666,http://bit.ly/336nzNZ,Kepler-371_c,0,11367.228,4.68E+07,0,67.968015,http://bit.ly/2Q2PngD
Kepler-1384_System,http://bit.ly/2Iz4jPB,Kepler-1384,1.55E+30,514818,4919,http://bit.ly/336nzNZ,Kepler-1384_b,0,12368.116,0,0,15.36262753,http://bit.ly/2Q2PngD
HD_89307_System,http://bit.ly/2Iz4jPB,HD_89307,2.53E+30,765270,5955,http://bit.ly/336nzNZ,HD_89307_b,4.00E+27,0,4.89E+08,0.2,2166,http://bit.ly/2Q2PngD
Kepler-676_System,http://bit.ly/2Iz4jPB,Kepler-676,1.01E+30,340893,3701,http://bit.ly/336nzNZ,Kepler-676_b,0,19374.332,0,0,11.59822172,http://bit.ly/2Q2PngD
Kepler-101_System,http://bit.ly/2Iz4jPB,Kepler-101,2.33E+30,1085292,5667,http://bit.ly/336nzNZ,Kepler-101_b,3.04E+26,36460.92,7090939.085,0.086,3.4876812,http://bit.ly/2Q2PngD
Kepler-101_System,http://bit.ly/2Iz4jPB,Kepler-101,2.33E+30,1085292,5667,http://bit.ly/336nzNZ,Kepler-101_c,1.90E+25,8007.104,1.02E+07,0,6.02976,http://bit.ly/2Q2PngD
Kepler-1280_System,http://bit.ly/2Iz4jPB,Kepler-1280,2.39E+30,918324,6227,http://bit.ly/336nzNZ,Kepler-1280_b,0,11939.164,0,0,66.5579057,http://bit.ly/2Q2PngD
Kepler-1561_System,http://bit.ly/2Iz4jPB,Kepler-1561,2.13E+30,772227,5957,http://bit.ly/336nzNZ,Kepler-1561_b,0,6934.724,0,0,1.00520701,http://bit.ly/2Q2PngD
Kepler-238_System,http://bit.ly/2Iz4jPB,Kepler-238,0,994851,5751,http://bit.ly/336nzNZ,Kepler-238_b,0,11009.768,5086327.614,0,2.090876,http://bit.ly/2Q2PngD
Kepler-238_System,http://bit.ly/2Iz4jPB,Kepler-238,0,994851,5751,http://bit.ly/336nzNZ,Kepler-238_c,0,15227.796,1.03E+07,0,6.155557,http://bit.ly/2Q2PngD
Kepler-238_System,http://bit.ly/2Iz4jPB,Kepler-238,0,994851,5751,http://bit.ly/336nzNZ,Kepler-238_d,0,19588.808,1.72E+07,0,13.233549,http://bit.ly/2Q2PngD
Kepler-238_System,http://bit.ly/2Iz4jPB,Kepler-238,0,994851,5751,http://bit.ly/336nzNZ,Kepler-238_e,1.01E+27,35746,0,0,23.654,http://bit.ly/2Q2PngD
Kepler-238_System,http://bit.ly/2Iz4jPB,Kepler-238,0,994851,5751,http://bit.ly/336nzNZ,Kepler-238_f,7.97E+25,12725.576,0,0,50.447,http://bit.ly/2Q2PngD
Kepler-1093_System,http://bit.ly/2Iz4jPB,Kepler-1093,2.25E+30,834840,6166,http://bit.ly/336nzNZ,Kepler-1093_b,0,12439.608,0,0,25.0824626,http://bit.ly/2Q2PngD
Kepler-1093_System,http://bit.ly/2Iz4jPB,Kepler-1093,2.25E+30,834840,6166,http://bit.ly/336nzNZ,Kepler-1093_c,0,12511.1,0,0,89.722292,http://bit.ly/2Q2PngD
Kepler-423_System,http://bit.ly/2Iz4jPB,Kepler-423,1.69E+30,660915,5560,http://bit.ly/336nzNZ,Kepler-423_b,1.13E+27,85218.464,5363083.675,0.019,2.6843285,http://bit.ly/2Q2PngD
WASP-37_System,http://bit.ly/2Iz4jPB,WASP-37,1.85E+30,695700,5800,http://bit.ly/336nzNZ,WASP-37_b,3.42E+27,82930.72,6672065.047,0,3.577469,http://bit.ly/2Q2PngD
HAT-P-2_System,http://bit.ly/2Iz4jPB,HAT-P-2,2.65E+30,967023,6380,http://bit.ly/336nzNZ,HAT-P-2_b,1.64E+28,0,1.02E+07,0.5172,5.6335158,http://bit.ly/2Q2PngD
